label_g_teacher_salary_growth	label_g_teacher_salary_growth_2	total_column_o_projected_register	total_column_q_register_change	label_s_fair_student_funding_register_formula	weighted_register	calculation_j_foundation	total_column_n_fy14_actual_registers	system_wide_teacher_salary_growth	foundation	label_w_final_school_fsf_percent	label_h_foundation_for_new_schools	label_f_register_change_allocation_based_on_school_s_percent_of_formula	label_j_fy15_fair_student_formula_at_100	total_column_p_projected_formula	fiscal_year	label_t_change_to_preliminary_fair_student_funding_percentage_capped_at_100	total_column_r_register_dollar_change	calculation_j_fsf_formula_at_100	location	label_a_fy14_revised_based_allocations	label_d_initial_fair_student_funding_allocations_total	calculation_j_initial_fair_student_funding_allocations_total
0.00	0.00	1017.21	4.13	17024.12	1017.21	225000.00	1013.08	0.00	225000.00	0.8243	0.00	14032.40	4418497.17	4193497.17	2015	0.8243	17024.12	4418497.17	Q050	3667524.00	3681556.40	3681556.40
0.00	0.00	299.71	-21.71	-89520.88	299.71	225000.00	321.42	0.00	225000.00	0.8307	0.00	-74363.39	1460554.14	1235554.14	2015	0.8307	-89520.88	1460554.14	Q051	1325716.00	1251352.61	1251352.61
0.00	0.00	605.86	-35.47	-146210.04	605.86	225000.00	641.32	0.00	225000.00	0.9186	0.00	-134313.65	2722674.46	2497674.46	2015	0.9186	-146210.04	2722674.46	Q052	2653765.00	2519451.35	2519451.35
0.00	0.00	687.92	28.09	115819.55	687.92	225000.00	659.82	0.00	225000.00	0.81	0.00	93813.84	3060962.46	2835962.46	2015	0.81	115819.55	3060962.46	Q053	2428316.00	2522129.84	2522129.84
0.00	0.00	771.71	-7.80	-32162.72	771.71	225000.00	779.51	0.00	225000.00	0.9105	0.00	-29285.23	3406417.81	3181417.81	2015	0.9105	-32162.72	3406417.81	Q054	3151073.00	3121787.77	3121787.77
0.00	0.00	653.70	-1.80	-7432.37	653.7	225000.00	655.50	0.00	225000.00	0.9288	0.00	-6903.51	2919913.73	2694913.73	2015	0.9288	-7432.37	2919913.73	Q055	2735059.00	2728155.49	2728155.49
0.00	0.00	527.19	-22.70	-93577.27	527.19	225000.00	549.89	0.00	225000.00	0.864	0.00	-80850.71	2398383.84	2173383.84	2015	0.864	-93577.27	2398383.84	Q056	2183653.00	2102802.29	2102802.29
0.00	0.00	1276.73	-37.82	-155921.37	1276.73	225000.00	1314.55	0.00	225000.00	0.8595	0.00	-134016.78	5488374.89	5263374.89	2015	0.8595	-155921.37	5488374.89	Q058	4882967.00	4748950.22	4748950.22
0.00	0.00	770.92	-54.97	-226623.44	770.92	225000.00	825.89	0.00	225000.00	0.8661	0.00	-196280.40	3403145.65	3178145.65	2015	0.8661	-226623.44	3403145.65	Q059	3173898.00	2977617.60	2977617.60
0.00	0.00	1637.64	20.71	85395.52	1637.64	225000.00	1616.93	0.00	225000.00	0.819	0.00	69941.72	6976256.57	6751256.57	2015	0.819	85395.52	6976256.57	Q060	5684558.00	5754499.72	5754499.72
0.00	0.00	3708.46	-48.65	-200563.81	3708.46	225000.00	3757.11	0.00	225000.00	0.8109	0.00	-162646.18	15513303.11	15288303.11	2015	0.8109	-200563.81	15513303.11	Q061	12785616.00	12622969.82	12622969.82
0.00	0.00	1114.73	-18.19	-75003.31	1114.73	225000.00	1132.93	0.00	225000.00	0.81	0.00	-60752.67	4820541.47	4595541.47	2015	0.81	-75003.31	4820541.47	Q062	4008141.00	3947388.33	3947388.33
0.00	0.00	1719.52	-33.52	-138189.86	1719.52	225000.00	1753.04	0.00	225000.00	0.8116	0.00	-112159.96	7313811.58	7088811.58	2015	0.8116	-138189.86	7313811.58	Q063	6090699.00	5978539.04	5978539.04
0.00	0.00	828.67	-10.00	-41208.25	828.67	225000.00	838.67	0.00	225000.00	0.8131	0.00	-33506.87	3641231.05	3416231.05	2015	0.8131	-41208.25	3641231.05	Q064	3036280.00	3002773.13	3002773.13
0.00	0.00	671.88	9.47	39020.72	671.88	225000.00	662.42	0.00	225000.00	0.8423	0.00	32866.26	2994867.86	2769867.86	2015	0.8423	39020.72	2994867.86	Q065	2525130.00	2557996.26	2557996.26
0.00	0.00	752.36	-6.92	-28536.93	752.36	225000.00	759.28	0.00	225000.00	0.8386	0.00	-23931.14	3326618.70	3101618.70	2015	0.8386	-28536.93	3326618.70	Q066	2849957.00	2826025.86	2826025.86
0.00	0.00	1099.54	61.86	255038.13	1099.54	225000.00	1037.67	0.00	225000.00	0.9014	0.00	229896.66	4757895.06	4532895.06	2015	0.9014	255038.13	4757895.06	Q067	4081149.00	4311045.66	4311045.66
0.00	0.00	1001.32	-12.03	-49599.80	1001.32	225000.00	1013.35	0.00	225000.00	0.81	0.00	-40175.85	4352997.60	4127997.60	2015	0.81	-49599.80	4352997.60	Q068	3608854.00	3568678.15	3568678.15
0.00	0.00	1379.35	-91.86	-378679.98	1379.35	225000.00	1471.21	0.00	225000.00	0.8396	0.00	-317941.07	5911437.52	5686437.52	2015	0.8396	-378679.98	5911437.52	Q069	5317294.00	4999352.93	4999352.93
0.00	0.00	1224.82	-4.36	-17969.64	1224.82	225000.00	1229.18	0.00	225000.00	0.8107	0.00	-14567.93	5274375.41	5049375.41	2015	0.8107	-17969.64	5274375.41	Q070	4333081.00	4318513.07	4318513.07
0.00	0.00	1165.30	-80.51	-331903.31	1165.3	225000.00	1245.81	0.00	225000.00	1.0388	0.00	-331903.38	5028985.15	4803985.15	2015	1	-331903.31	5028985.15	Q071	5547502.00	5215598.62	5215598.62
0.00	0.00	1240.10	-90.31	-372322.68	1240.1	225000.00	1330.42	0.00	225000.00	0.8906	0.00	-331608.91	5337375.55	5112375.55	2015	0.8906	-372322.68	5337375.55	Q072	5109942.00	4778333.09	4778333.09
0.00	0.00	2778.12	325.88	1343441.21	2778.12	225000.00	2452.24	0.00	225000.00	0.8265	0.00	1110294.25	11677912.07	11452912.07	2015	0.8265	1343441.21	11677912.07	Q073	8580027.00	9690321.25	9690321.25
0.00	0.00	1290.70	12.39	51089.34	1290.7	225000.00	1278.31	0.00	225000.00	0.9257	0.00	47294.33	5545989.32	5320989.32	2015	0.9257	51089.34	5545989.32	Q074	5103442.00	5150736.33	5150736.33
0.00	0.00	785.37	-41.02	-169099.23	785.37	225000.00	826.39	0.00	225000.00	0.8934	0.00	-151073.18	3462716.71	3237716.71	2015	0.8934	-169099.23	3462716.71	Q076	3268648.00	3117574.82	3117574.82
0.00	0.00	1810.36	65.84	271413.30	1810.36	225000.00	1744.53	0.00	225000.00	0.8145	0.00	221052.94	7688301.31	7463301.31	2015	0.8145	271413.30	7688301.31	Q077	6082443.00	6303495.94	6303495.94
0.00	0.00	498.80	120.41	496405.06	498.8	225000.00	378.38	0.00	225000.00	1.0838	0.00	496404.75	2281309.77	2056309.77	2015	1	496405.06	2281309.77	Q078	1957139.00	2453543.75	2453543.75
0.00	0.00	1161.30	35.75	147383.96	1161.3	225000.00	1125.55	0.00	225000.00	0.8763	0.00	129149.05	5012525.36	4787525.36	2015	0.8763	147383.96	5012525.36	Q079	4291045.00	4420194.05	4420194.05
0.00	0.00	745.94	-19.75	-81413.34	745.94	225000.00	765.69	0.00	225000.00	0.9142	0.00	-74430.68	3300163.18	3075163.18	2015	0.9142	-81413.34	3300163.18	Q080	3110844.00	3036413.32	3036413.32
0.00	0.00	1471.27	-57.56	-237276.04	1471.27	225000.00	1528.83	0.00	225000.00	0.839	0.00	-199075.91	6290394.19	6065394.19	2015	0.839	-237276.04	6290394.19	Q081	5512975.00	5313899.09	5313899.09
0.00	0.00	880.03	-7.78	-32086.00	880.03	225000.00	887.82	0.00	225000.00	0.8631	0.00	-27693.33	3852980.34	3627980.34	2015	0.8631	-32086.00	3852980.34	Q082	3383992.00	3356298.67	3356298.67
0.00	0.00	361.99	-46.35	-191075.27	361.99	225000.00	408.34	0.00	225000.00	0.8792	0.00	-167995.76	1717327.01	1492327.01	2015	0.8792	-191075.27	1717327.01	Q084	1705068.00	1537072.24	1537072.24
0.00	0.00	632.68	-7.82	-32222.99	632.68	225000.00	640.49	0.00	225000.00	0.8646	0.00	-27858.86	2833243.26	2608243.26	2015	0.8646	-32222.99	2833243.26	Q085	2507854.00	2479995.14	2479995.14
0.00	0.00	1189.79	-17.73	-73094.11	1189.79	225000.00	1207.52	0.00	225000.00	0.847	0.00	-61909.39	5129965.18	4904965.18	2015	0.847	-73094.11	5129965.18	Q086	4441326.00	4379416.61	4379416.61
0.00	0.00	756.36	-59.08	-243578.98	756.36	225000.00	815.45	0.00	225000.00	0.8769	0.00	-213587.59	3343134.77	3118134.77	2015	0.8769	-243578.98	3343134.77	Q087	3172793.00	2959205.41	2959205.41
0.00	0.00	1449.74	19.73	81338.40	1449.74	225000.00	1430.01	0.00	225000.00	0.9523	0.00	77454.86	6201629.71	5976629.71	2015	0.9523	81338.40	6201629.71	Q088	5838818.00	5916272.86	5916272.86
0.00	0.00	2809.45	-17.78	-73310.18	2809.45	225000.00	2827.24	0.00	225000.00	0.8143	0.00	-59699.48	11807100.65	11582100.65	2015	0.8143	-73310.18	11807100.65	Q089	9716478.00	9656778.52	9656778.52
0.00	0.00	1204.50	12.49	51470.99	1204.5	225000.00	1192.02	0.00	225000.00	0.8205	0.00	42231.67	5190612.17	4965612.17	2015	0.8205	51470.99	5190612.17	Q090	4257026.00	4299257.67	4299257.67
0.00	0.00	1036.58	-29.03	-119695.73	1036.58	225000.00	1065.61	0.00	225000.00	0.8778	0.00	-105072.12	4498337.33	4273337.33	2015	0.8778	-119695.73	4498337.33	Q091	4081322.00	3976249.88	3976249.88
0.00	0.00	1267.66	-1.22	-5029.42	1267.66	225000.00	1268.88	0.00	225000.00	0.8544	0.00	-4297.05	5450990.23	5225990.23	2015	0.8544	-5029.42	5450990.23	Q092	4694302.00	4690004.95	4690004.95
0.00	0.00	1763.80	-52.38	-215953.94	1763.8	225000.00	1816.18	0.00	225000.00	0.81	0.00	-174922.68	7496349.64	7271349.64	2015	0.81	-215953.94	7496349.64	Q093	6289716.00	6114793.32	6114793.32
0.00	0.00	443.23	-4.14	-17073.05	443.23	225000.00	447.37	0.00	225000.00	0.8403	0.00	-14347.29	2052216.37	1827216.37	2015	0.8403	-17073.05	2052216.37	Q094	1774843.00	1760495.71	1760495.71
0.00	0.00	2020.45	19.93	82179.27	2020.45	225000.00	2000.51	0.00	225000.00	0.8623	0.00	70861.54	8554387.03	8329387.03	2015	0.8623	82179.27	8554387.03	Q095	7336402.00	7407263.54	7407263.54
0.00	0.00	335.19	-5.49	-22645.17	335.19	225000.00	340.69	0.00	225000.00	0.9009	0.00	-20400.22	1606852.47	1381852.47	2015	0.9009	-22645.17	1606852.47	Q096	1490262.00	1469861.78	1469861.78
0.00	0.00	913.17	3.95	16283.77	913.17	225000.00	909.22	0.00	225000.00	0.8102	0.00	13193.89	3989580.53	3764580.53	2015	0.8102	16283.77	3989580.53	Q097	3262051.00	3275244.89	3275244.89
0.00	0.00	232.73	-5.37	-22138.82	232.73	225000.00	238.10	0.00	225000.00	0.9327	0.00	-20649.66	1184441.21	959441.21	2015	0.9327	-22138.82	1184441.21	Q098	1140554.00	1119904.34	1119904.34
0.00	0.00	1170.04	36.74	151466.70	1170.04	225000.00	1133.30	0.00	225000.00	0.8382	0.00	126954.42	5048535.51	4823535.51	2015	0.8382	151466.70	5048535.51	Q099	4140975.00	4267929.42	4267929.42
0.00	0.00	1275.36	-17.14	-70641.59	1275.36	225000.00	1292.50	0.00	225000.00	0.8194	0.00	-57886.61	5482738.70	5257738.70	2015	0.8194	-70641.59	5482738.70	Q100	4591293.00	4533406.39	4533406.39
0.00	0.00	643.93	2.62	10807.99	643.93	225000.00	641.31	0.00	225000.00	0.9874	0.00	10671.46	2879642.87	2654642.87	2015	0.9874	10807.99	2879642.87	Q101	2835437.00	2846108.46	2846108.46
0.00	0.00	1634.46	-1.46	-6014.00	1634.46	225000.00	1635.92	0.00	225000.00	0.8622	0.00	-5185.07	6963134.57	6738134.57	2015	0.8622	-6014.00	6963134.57	Q102	6039588.00	6034402.93	6034402.93
0.00	0.00	816.22	-1.74	-7190.58	816.22	225000.00	817.97	0.00	225000.00	0.8118	0.00	-5837.01	3589920.24	3364920.24	2015	0.8118	-7190.58	3589920.24	Q104	2962336.00	2956498.99	2956498.99
0.00	0.00	1173.30	23.96	98759.31	1173.3	225000.00	1149.34	0.00	225000.00	0.929	0.00	91751.11	5061983.34	4836983.34	2015	0.929	98759.31	5061983.34	Q105	4626988.00	4718739.11	4718739.11
0.00	0.00	280.74	-67.32	-277544.92	280.74	225000.00	348.07	0.00	225000.00	0.8481	0.00	-235381.40	1382372.88	1157372.88	2015	0.8481	-277544.92	1382372.88	Q106	1441931.00	1206549.60	1206549.60
0.00	0.00	1178.87	0.33	1359.80	1178.87	225000.00	1178.54	0.00	225000.00	0.9662	0.00	1313.89	5084929.72	4859929.72	2015	0.9662	1359.80	5084929.72	Q107	4919537.00	4920850.89	4920850.89
0.00	0.00	1787.03	28.65	118131.33	1787.03	225000.00	1758.38	0.00	225000.00	0.8136	0.00	96107.18	7592115.01	7367115.01	2015	0.8136	118131.33	7592115.01	Q108	6122499.00	6218606.18	6218606.18
0.00	0.00	1408.96	-57.54	-237203.67	1408.96	225000.00	1466.50	0.00	225000.00	0.81	0.00	-192134.95	6033493.19	5808493.19	2015	0.81	-237203.67	6033493.19	Q109	5122014.00	4929879.05	4929879.05
0.00	0.00	260.76	70.54	290801.94	260.76	225000.00	190.22	0.00	225000.00	1	0.00	290802.31	1299989.87	1074989.87	2015	1	290801.94	1299989.87	Q110	1009189.00	1299991.31	1299991.31
0.00	0.00	484.72	-58.30	-240343.85	484.72	225000.00	543.02	0.00	225000.00	0.9387	0.00	-225614.12	2223271.83	1998271.83	2015	0.9387	-240343.85	2223271.83	Q111	2326420.00	2100805.88	2100805.88
0.00	0.00	602.92	-62.84	-259046.78	602.92	225000.00	665.76	0.00	225000.00	0.9027	0.00	-233844.29	2710570.08	2485570.08	2015	0.9027	-259046.78	2710570.08	Q112	2702595.00	2468750.71	2468750.71
0.00	0.00	1202.92	8.95	36908.23	1202.92	225000.00	1193.97	0.00	225000.00	0.8735	0.00	32237.97	5184109.39	4959109.39	2015	0.8735	36908.23	5184109.39	Q113	4524359.00	4556596.97	4556596.97
0.00	0.00	776.49	-86.39	-356158.93	776.49	225000.00	862.88	0.00	225000.00	0.9762	0.00	-347679.03	3426103.06	3201103.06	2015	0.9762	-356158.93	3426103.06	Q114	3697566.00	3349886.97	3349886.97
0.00	0.00	728.25	17.13	70627.26	728.25	225000.00	711.11	0.00	225000.00	0.9475	0.00	66916.29	3227230.37	3002230.37	2015	0.9475	70627.26	3227230.37	Q115	3002568.00	3069484.29	3069484.29
0.00	0.00	946.34	-5.95	-24522.74	946.34	225000.00	952.29	0.00	225000.00	0.8816	0.00	-21618.73	4126317.72	3901317.72	2015	0.8816	-24522.74	4126317.72	Q116	3685938.00	3664319.27	3664319.27
0.00	0.00	1343.61	30.47	125618.66	1343.61	225000.00	1313.14	0.00	225000.00	0.8477	0.00	106491.66	5764114.02	5539114.02	2015	0.8477	125618.66	5764114.02	Q117	4814223.00	4920714.66	4920714.66
0.00	0.00	718.28	9.11	37544.00	718.28	225000.00	709.17	0.00	225000.00	0.8193	0.00	30760.66	3186134.38	2961134.38	2015	0.8193	37544.00	3186134.38	Q118	2620364.00	2651124.66	2651124.66
0.00	0.00	1402.11	39.53	162955.12	1402.11	225000.00	1362.58	0.00	225000.00	0.8314	0.00	135472.89	6005257.94	5780257.94	2015	0.8314	162955.12	6005257.94	Q119	4894950.00	5030422.89	5030422.89
0.00	0.00	1251.59	23.34	96211.75	1251.59	225000.00	1228.26	0.00	225000.00	0.8292	0.00	79774.04	5384750.74	5159750.74	2015	0.8292	96211.75	5384750.74	Q120	4423437.00	4503211.04	4503211.04
0.00	0.00	1022.88	10.72	44188.84	1022.88	225000.00	1012.16	0.00	225000.00	0.8169	0.00	36097.92	4441863.36	4216863.36	2015	0.8169	44188.84	4441863.36	Q121	3633663.00	3669760.92	3669760.92
0.00	0.00	1645.50	-10.04	-41377.08	1645.5	225000.00	1655.53	0.00	225000.00	0.8521	0.00	-35256.91	7008630.65	6783630.65	2015	0.8521	-41377.08	7008630.65	Q122	6040507.00	6005250.09	6005250.09
0.00	0.00	798.47	-25.41	-104741.48	798.47	225000.00	823.88	0.00	225000.00	0.8319	0.00	-87131.96	3516746.47	3291746.47	2015	0.8319	-104741.48	3516746.47	Q123	3050458.00	2963326.04	2963326.04
0.00	0.00	1743.09	77.86	320987.88	1743.09	225000.00	1665.23	0.00	225000.00	0.8559	0.00	274724.53	7410974.66	7185974.66	2015	0.8559	320987.88	7410974.66	Q124	6100550.00	6375274.53	6375274.53
0.00	0.00	2189.40	-288.96	-1191261.50	2189.4	225000.00	2478.37	0.00	225000.00	0.8177	0.00	-974081.19	9250911.36	9025911.36	2015	0.8177	-1191261.50	9250911.36	Q125	8579468.00	7605386.81	7605386.81
0.00	0.00	907.83	64.07	264116.37	907.83	225000.00	843.77	0.00	225000.00	0.812	0.00	214456.31	3967582.68	3742582.68	2015	0.812	264116.37	3967582.68	Q126	3049433.00	3263889.31	3263889.31
0.00	0.00	1984.86	-46.05	-189823.58	1984.86	225000.00	2030.91	0.00	225000.00	0.8484	0.00	-161044.68	8407687.44	8182687.44	2015	0.8484	-189823.58	8407687.44	Q127	7328166.00	7167121.32	7167121.32
0.00	0.00	1054.02	44.12	181876.90	1054.02	225000.00	1009.91	0.00	225000.00	0.9531	0.00	173353.58	4570256.83	4345256.83	2015	0.9531	181876.90	4570256.83	Q128	4193271.00	4366624.58	4366624.58
0.00	0.00	1324.25	-3.31	-13641.53	1324.25	225000.00	1327.56	0.00	225000.00	0.9381	0.00	-12797.19	5684294.35	5459294.35	2015	0.9381	-13641.53	5684294.35	Q129	5359190.00	5346392.81	5346392.81
0.00	0.00	464.94	43.29	178483.14	464.94	225000.00	421.65	0.00	225000.00	0.8972	0.00	160137.81	2141748.50	1916748.50	2015	0.8972	178483.14	2141748.50	Q130	1784598.00	1944735.81	1944735.81
0.00	0.00	1053.83	-8.92	-36752.73	1053.83	225000.00	1062.75	0.00	225000.00	0.8412	0.00	-30914.98	4569481.88	4344481.88	2015	0.8412	-36752.73	4569481.88	Q131	3910326.00	3879411.02	3879411.02
0.00	0.00	381.14	0.38	1585.28	381.14	225000.00	380.76	0.00	225000.00	0.9649	0.00	1529.71	1796275.17	1571275.17	2015	0.9649	1585.28	1796275.17	Q132	1739666.00	1741195.71	1741195.71
0.00	0.00	530.77	34.76	143280.50	530.77	225000.00	496.02	0.00	225000.00	1.0646	0.00	143280.50	2413139.00	2188139.00	2015	1	143280.50	2413139.00	Q133	2411174.00	2554454.50	2554454.50
0.00	0.00	582.88	-63.37	-261241.34	582.88	225000.00	646.25	0.00	225000.00	0.9559	0.00	-249724.85	2627937.94	2402937.94	2015	0.9559	-261241.34	2627937.94	Q134	2771732.00	2522007.15	2522007.15
0.00	0.00	1223.88	-49.18	-202735.74	1223.88	225000.00	1273.06	0.00	225000.00	0.8135	0.00	-164925.05	5270508.92	5045508.92	2015	0.8135	-202735.74	5270508.92	Q135	4494435.00	4329509.95	4329509.95
0.00	0.00	790.83	16.45	67800.20	790.83	225000.00	774.38	0.00	225000.00	0.8164	0.00	55348.96	3485224.24	3260224.24	2015	0.8164	67800.20	3485224.24	Q136	2831148.00	2886496.96	2886496.96
0.00	0.00	2538.77	-52.94	-218255.19	2538.77	225000.00	2591.71	0.00	225000.00	0.81	0.00	-176786.70	10691174.60	10466174.60	2015	0.81	-218255.19	10691174.60	Q137	8879388.00	8702601.30	8702601.30
0.00	0.00	966.48	-12.79	-52709.50	966.48	225000.00	979.27	0.00	225000.00	0.8899	0.00	-46908.66	4209363.79	3984363.79	2015	0.8899	-52709.50	4209363.79	Q138	3817781.00	3770872.34	3770872.34
0.00	0.00	1126.81	-47.39	-195350.36	1126.81	225000.00	1174.20	0.00	225000.00	0.871	0.00	-170145.92	4870330.64	4645330.64	2015	0.871	-195350.36	4870330.64	Q139	4441128.00	4270982.08	4270982.08
0.00	0.00	706.06	-34.33	-141541.07	706.06	225000.00	740.39	0.00	225000.00	0.8158	0.00	-115463.14	3135761.89	2910761.89	2015	0.8158	-141541.07	3135761.89	Q140	2714938.00	2599474.86	2599474.86
0.00	0.00	1649.22	-5.43	-22399.72	1649.22	225000.00	1654.65	0.00	225000.00	0.8142	0.00	-18238.79	7023966.78	6798966.78	2015	0.8142	-22399.72	7023966.78	Q141	5779243.00	5761004.21	5761004.21
0.00	0.00	2612.39	47.97	197741.59	2612.39	225000.00	2564.42	0.00	225000.00	0.8244	0.00	163020.12	10994689.91	10769689.91	2015	0.8244	197741.59	10994689.91	Q143	8940618.00	9103638.12	9103638.12
0.00	0.00	921.27	6.48	26718.79	921.27	225000.00	914.79	0.00	225000.00	1.0245	0.00	26718.79	4022988.55	3797988.55	2015	1	26718.79	4022988.55	Q144	4089373.00	4116091.79	4116091.79
0.00	0.00	3158.84	-55.29	-227919.58	3158.84	225000.00	3214.12	0.00	225000.00	0.8143	0.00	-185590.63	13247451.72	13022451.72	2015	0.8143	-227919.58	13247451.72	Q145	11014528.00	10828937.37	10828937.37
0.00	0.00	897.18	-13.67	-56349.33	897.18	225000.00	910.85	0.00	225000.00	1.0877	0.00	-56349.33	3923654.10	3698654.10	2015	1	-56349.33	3923654.10	Q146	4304301.00	4247951.67	4247951.67
0.00	0.00	858.30	-1.31	-5414.36	858.3	225000.00	859.61	0.00	225000.00	0.8724	0.00	-4723.66	3763365.52	3538365.52	2015	0.8724	-5414.36	3763365.52	Q147	3316705.00	3311981.34	3311981.34
0.00	0.00	1360.78	33.90	139760.10	1360.78	225000.00	1326.88	0.00	225000.00	0.81	0.00	113205.66	5834887.78	5609887.78	2015	0.81	139760.10	5834887.78	Q148	4655803.00	4769008.66	4769008.66
0.00	0.00	1742.78	-47.79	-197013.98	1742.78	225000.00	1790.57	0.00	225000.00	0.8768	0.00	-172746.08	7409708.85	7184708.85	2015	0.8768	-197013.98	7409708.85	Q149	6697453.00	6524706.92	6524706.92
0.00	0.00	1419.47	-74.81	-308400.59	1419.47	225000.00	1494.28	0.00	225000.00	0.8344	0.00	-257322.79	6076816.90	5851816.90	2015	0.8344	-308400.59	6076816.90	Q150	5364952.00	5107629.21	5107629.21
0.00	0.00	558.46	-43.73	-180281.60	558.46	225000.00	602.19	0.00	225000.00	0.81	0.00	-146028.12	2527267.83	2302267.83	2015	0.81	-180281.60	2527267.83	Q151	2235865.00	2089836.88	2089836.88
0.00	0.00	1753.38	-24.38	-100499.07	1753.38	225000.00	1777.76	0.00	225000.00	0.8575	0.00	-86177.88	7453392.93	7228392.93	2015	0.8575	-100499.07	7453392.93	Q152	6509520.00	6423342.12	6423342.12
0.00	0.00	1833.81	38.26	157743.02	1833.81	225000.00	1795.55	0.00	225000.00	0.9031	0.00	142453.99	7784961.33	7559961.33	2015	0.9031	157743.02	7784961.33	Q153	6909768.00	7052221.99	7052221.99
0.00	0.00	887.85	20.05	82640.34	887.85	225000.00	867.80	0.00	225000.00	0.8614	0.00	71184.40	3885199.33	3660199.33	2015	0.8614	82640.34	3885199.33	Q154	3306623.00	3377807.40	3377807.40
0.00	0.00	697.60	16.76	69093.08	697.6	225000.00	680.84	0.00	225000.00	0.8918	0.00	61616.63	3100890.58	2875890.58	2015	0.8918	69093.08	3100890.58	Q155	2728079.00	2789695.63	2789695.63
0.00	0.00	444.31	-159.66	-658219.32	444.31	225000.00	603.98	0.00	225000.00	1.0498	0.00	-658219.05	2056700.40	1831700.40	2015	1	-658219.32	2056700.40	Q156	2806094.00	2147874.95	2147874.95
0.00	0.00	2112.17	27.11	111752.30	2112.17	225000.00	2085.06	0.00	225000.00	0.8906	0.00	99526.03	8932501.00	8707501.00	2015	0.8906	111752.30	8932501.00	Q157	7880330.00	7979856.03	7979856.03
0.00	0.00	1370.06	-36.13	-148951.48	1370.06	225000.00	1406.19	0.00	225000.00	0.8724	0.00	-129943.85	5873114.90	5648114.90	2015	0.8724	-148951.48	5873114.90	Q158	5282305.00	5152361.15	5152361.15
0.00	0.00	729.59	47.98	197811.10	729.59	225000.00	681.61	0.00	225000.00	0.9531	0.00	188531.76	3232782.73	3007782.73	2015	0.9531	197811.10	3232782.73	Q159	2903156.00	3091687.76	3091687.76
0.00	0.00	823.35	0.82	3395.69	823.35	225000.00	822.53	0.00	225000.00	0.81	0.00	2750.51	3619307.77	3394307.77	2015	0.81	3395.69	3619307.77	Q160	2971639.00	2974389.51	2974389.51
0.00	0.00	928.98	9.14	37662.12	928.98	225000.00	919.85	0.00	225000.00	0.8409	0.00	31669.75	4054780.13	3829780.13	2015	0.8409	37662.12	4054780.13	Q161	3413759.00	3445428.75	3445428.75
0.00	0.00	862.25	-12.09	-49832.52	862.25	225000.00	874.34	0.00	225000.00	0.881	0.00	-43902.09	3779681.40	3554681.40	2015	0.881	-49832.52	3779681.40	Q162	3400551.00	3356648.91	3356648.91
0.00	0.00	783.03	45.49	187540.20	783.03	225000.00	737.54	0.00	225000.00	0.8937	0.00	167597.93	3453081.91	3228081.91	2015	0.8937	187540.20	3453081.91	Q163	2942223.00	3109820.93	3109820.93
0.00	0.00	799.28	-20.11	-82889.97	799.28	225000.00	819.39	0.00	225000.00	0.9414	0.00	-78034.38	3520063.40	3295063.40	2015	0.9414	-82889.97	3520063.40	Q164	3405077.00	3327042.62	3327042.62
0.00	0.00	903.52	-15.12	-62327.27	903.52	225000.00	918.64	0.00	225000.00	0.8457	0.00	-52709.82	3949819.40	3724819.40	2015	0.8457	-62327.27	3949819.40	Q165	3427769.00	3375059.18	3375059.18
0.00	0.00	1564.48	56.32	232195.86	1564.48	225000.00	1508.16	0.00	225000.00	0.8323	0.00	193246.40	6674635.20	6449635.20	2015	0.8323	232195.86	6674635.20	Q166	5399501.00	5592747.40	5592747.40
0.00	0.00	978.26	144.86	597211.64	978.26	225000.00	833.39	0.00	225000.00	0.9809	0.00	585782.26	4257907.00	4032907.00	2015	0.9809	597211.64	4257907.00	Q167	3594943.00	4180725.26	4180725.26
0.00	0.00	477.81	16.41	67650.93	477.81	225000.00	461.40	0.00	225000.00	1.1781	0.00	67650.93	2194800.30	1969800.30	2015	1	67650.93	2194800.30	Q169	2477926.00	2545576.93	2545576.93
0.00	0.00	706.58	-34.77	-143352.66	706.58	225000.00	741.35	0.00	225000.00	0.8286	0.00	-118778.89	3137910.45	2912910.45	2015	0.8286	-143352.66	3137910.45	Q171	2757353.00	2638574.11	2638574.11
0.00	0.00	1299.70	13.08	53913.80	1299.7	225000.00	1286.62	0.00	225000.00	0.8906	0.00	48016.36	5583052.45	5358052.45	2015	0.8906	53913.80	5583052.45	Q172	4948938.00	4996954.36	4996954.36
0.00	0.00	1130.43	27.83	114744.88	1130.43	225000.00	1102.60	0.00	225000.00	0.9076	0.00	104141.25	4885257.17	4660257.17	2015	0.9076	114744.88	4885257.17	Q173	4350459.00	4454600.25	4454600.25
